
---------- Begin Simulation Statistics ----------
simSeconds                                   0.429693                       # Number of seconds simulated (Second)
simTicks                                 429692708500                       # Number of ticks simulated (Tick)
finalTick                                429692708500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3445.35                       # Real time elapsed on the host (Second)
hostTickRate                                124716588                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8939400                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000000                       # Number of instructions simulated (Count)
simOps                                     1000003172                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   290246                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     290247                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        859385461                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.859385                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.163622                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1238692223                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    20348                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1184697177                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               10198887                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            238709290                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         137630112                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               11622                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           848909529                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.395552                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.397598                       # Number of insts issued each cycle (Count)
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.writebacks::writebacks               423480                       # number of writebacks (Count)
system.l2.writebacks::total                    423480                       # number of writebacks (Count)
system.l2.demandMshrMisses::cpu.inst             6600                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data           895165                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total              901765                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            6600                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data          895165                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total             901765                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst    477345500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data  74219472502                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total    74696818002                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst    477345500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data  74219472502                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total   74696818002                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.001152                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.233031                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.094225                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.001152                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.233031                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.094225                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 72325.075758                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 82911.499558                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 82834.017734                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 72325.075758                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 82911.499558                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 82834.017734                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                         870508                       # number of replacements (Count)
system.l2.CleanEvict.mshrMisses::writebacks           10                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMisses::total             10                       # number of CleanEvict MSHR misses (Count)
system.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2.InvalidateReq.hits::cpu.data            181                       # number of InvalidateReq hits (Count)
system.l2.InvalidateReq.hits::total               181                       # number of InvalidateReq hits (Count)
system.l2.InvalidateReq.misses::cpu.data          117                       # number of InvalidateReq misses (Count)
system.l2.InvalidateReq.misses::total             117                       # number of InvalidateReq misses (Count)
system.l2.InvalidateReq.accesses::cpu.data          298                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2.InvalidateReq.accesses::total           298                       # number of InvalidateReq accesses(hits+misses) (Count)
system.l2.InvalidateReq.missRate::cpu.data     0.392617                       # miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.missRate::total      0.392617                       # miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.mshrMisses::cpu.data          117                       # number of InvalidateReq MSHR misses (Count)
system.l2.InvalidateReq.mshrMisses::total          117                       # number of InvalidateReq MSHR misses (Count)
system.l2.InvalidateReq.mshrMissLatency::cpu.data      2240000                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l2.InvalidateReq.mshrMissLatency::total      2240000                       # number of InvalidateReq MSHR miss ticks (Tick)
system.l2.InvalidateReq.mshrMissRate::cpu.data     0.392617                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.mshrMissRate::total     0.392617                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.l2.InvalidateReq.avgMshrMissLatency::cpu.data 19145.299145                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l2.InvalidateReq.avgMshrMissLatency::total 19145.299145                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.hits::cpu.inst         5722313                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total            5722313                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          6600                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             6600                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst    543345500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total    543345500                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst      5728913                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total        5728913                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.001152                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.001152                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 82325.075758                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 82325.075758                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu.inst         6600                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         6600                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst    477345500                       # number of ReadCleanReq MSHR miss ticks (Tick)
